"","X","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating","Production"
"742",742,"Pib and Pog","07 Jan 1995",0.002272,100000,0,"Animation, Short, Comedy","7.4/10","218","Peter Peake",NA,"N/A"
"743",743,"Preoccupied","31 May 2014",0.025008,0,0,"Comedy, Drama","5.2/10","13","Brendan Gibbons",NA,"N/A"
"744",744,"Kielletyt leikit","10 Mar 2016",0.030142,0,0,"Animation, Short",NA,"N/A","Tomi Malakias",NA,"N/A"
"745",745,"Zavtra","15 Feb 2012",0.014831,0,0,"Documentary","6.8/10","66","Andrei Gryazev",NA,"N/A"
"746",746,"Extinct","03 Jul 2002",0.003786,0,0,"Sci-Fi, Short","7.1/10","52","Michael Pohl",NA,"N/A"
"747",747,"Takeover!","'NaT'",0,0,0,"Documentary, Comedy, Drama",NA,"N/A","Morgan Betz, David Kepner",NA,"N/A"
"748",748,"Police Dog","01 May 1955",0.001875,0,0,"Crime, Drama","5.7/10","43","Derek N. Twist",NA,"N/A"
"749",749,"Beautiful Girl","19 Oct 2003",0.187892,3000000,0,"Comedy, Family","5.2/10","408","Douglas Barr",NA,"ABC Television Studios"
"750",750,"13th Sign","20 Oct 2011",0.152807,154000,0,"Horror","7.2/10","59","Michael Donald Bryant, Stan Fritzmeier",NA,"N/A"
"751",751,"We All Scream for Ice Cream","14 Aug 2007",0.535955,0,0,"Short, Horror","5.6/10","31","Jennifer Peterson",NA,"N/A"
"752",752,"Schock","01 May 1998",0.204416,0,0,"Thriller","7.3/10","10","Ben Verbong",NA,"N/A"
"754",754,"Hellion","13 Jun 2014",0.791517,0,0,"Drama, Thriller","6.1/10","4,755","Kat Candler","59%","IFC Films"
"756",756,"Reacciones Adversas","27 Mar 2011",0.017369,0,0,"Action, Drama, Fantasy","6.6/10","16","David Michán",NA,"N/A"
"757",757,"Picturesque New Zealand","26 Jan 1952",0.001875,0,0,"Documentary, Short","6.1/10","18","N/A",NA,"N/A"
"759",759,"Fat Pizza vs Housos","27 Nov 2014",0.03054,500000,0,"Comedy","5.5/10","270","Paul Fenech",NA,"N/A"
"760",760,"El indiano","25 Apr 1955",0.00422,0,0,"N/A",NA,"N/A","Fernando Soler",NA,"N/A"
"761",761,"Kangeki jidai","01 Mar 1928",0.004874,0,0,"N/A",NA,"N/A","Kiyohiko Ushihara",NA,"N/A"
"763",763,"Tricky Business","14 May 2012",0.004244,0,0,"Drama","6.4/10","116","N/A",NA,NA
"764",764,"Back to Room 666","24 Sep 2008",0.062532,0,0,"Documentary, Short","7.4/10","46","Gustavo Spolidoro",NA,"N/A"
"765",765,"Rover's Rival","09 Oct 1937",0.009227,0,0,"Animation, Family, Short","6.8/10","49","Robert Clampett",NA,"N/A"
"766",766,"Move","04 Oct 2012",0.923229,0,0,"Comedy","6.7/10","1,073","Dietrich Brüggemann",NA,"N/A"
"767",767,"The Search","26 Mar 1948",0.162742,0,0,"Drama, War","7.9/10","3,035","Fred Zinnemann","100%","MGM"
"771",771,"L'honneur de ma famille","30 Jan 1998",0.002137,0,0,"Comedy, Drama","5.8/10","14","Rachid Bouchareb",NA,"N/A"
"772",772,"Last Call","11 Apr 2013",0.004581,0,0,"Comedy","4.5/10","313","Greg Garthe",NA,"N/A"
"773",773,"The Naked Monster","22 Apr 2005",0.300747,350000,0,"Comedy, Horror, Sci-Fi","5.8/10","175","Wayne Berwick, Ted Newsom",NA,"N/A"
"774",774,"Die Jahre vergehen","'06/02/1945'",0.004089,0,0,"N/A",NA,"N/A","Peter Keglevic",NA,"N/A"
"775",775,"Basements","12 May 1987",0.272172,0,0,"Crime, Drama, Mystery","5.4/10","179","Robert Altman",NA,"Prism Entertainment"
"777",777,"Darkness Rising","30 Jun 2017",2.131263,0,0,"Horror","3.3/10","422","Austin Reading","0%","IFC Films"
"778",778,"Lapse Communication","'10/04/1980'",0.00243,0,0,"N/A",NA,"N/A","Hakudo Kobayashi",NA,"N/A"
"779",779,"The Thumb Wrestler","02 Jan 2015",0.138834,0,0,"Short, Comedy","8.1/10","9","Jonny Loquasto, Rob Silva",NA,"N/A"
"780",780,"Freak Show","04 Oct 2006",0.471114,0,0,"Animation, Comedy","5.1/10","328","N/A",NA,NA
"781",781,"L'ultimo capodanno","06 Mar 1998",0.482499,0,0,"Comedy, Drama","6.1/10","802","Marco Risi",NA,"N/A"
"782",782,"Leaning Towards Solace","06 Dec 2012",0.414886,0,0,"Short, Music","7.7/10","153","Floria Sigismondi",NA,"N/A"
"784",784,"The Sign Writer","01 Nov 1897",0.003526,0,0,"Short, Comedy","4.8/10","5","George Albert Smith",NA,"N/A"
"785",785,"Deep in the Heart of Texas","25 Sep 1942",0.160967,0,0,"Western","6.3/10","26","Elmer Clifton",NA,"Vanguard"
"786",786,"Little Fish","08 Sep 2005",0.29203,228,0,"Crime, Drama, Romance","6.3/10","7,593","Rowan Woods","89%","First Look Pictures"
"787",787,"Falafel","30 Jul 2008",0.151328,0,0,"N/A","6.7/10","155","Michel Kammoun",NA,"N/A"
"788",788,"Please Subscribe","'23/03/2013'",0.032583,0,0,"Documentary, Biography, Comedy","6.1/10","370","Dan Dobi",NA,"Screenvision"
"789",789,"Frames","'01/01/1973'",0.1125,0,0,"Drama, Mystery, Thriller","6.0/10","18","Brandon Colvin",NA,"N/A"
"790",790,"Farm Family: In Search of Gay Life in Rural America","05 Apr 2004",0.00375,0,0,"Documentary","6.9/10","30","T. Joe Murray",NA,"TJoe Murray Videos"
"791",791,"Mart","25 Sep 1986",NA,0,0,"Animation, Comedy, Short",NA,"N/A","Stoian Doukov",NA,"N/A"
"792",792,"Shark Battleground: Red Triangle","'01/01/2007'",0.012902,0,0,"Documentary",NA,"N/A","N/A",NA,"N/A"
"794",794,"Recess: Taking the Fifth Grade","09 Dec 2003",0.042947,0,0,"Animation, Comedy, Family","6.9/10","1,389","Howy Parkins",NA,"Disney Television Animation"
"795",795,"Streif: One Hell of a Ride","25 Dec 2014",0.093737,0,0,"Documentary, Sport","6.7/10","347","Gerald Salmina, Tom Dauer",NA,"N/A"
"797",797,"Another Planet","10 Apr 2008",0.009468,0,0,"Documentary, Drama","7.8/10","44","Ferenc Moldoványi",NA,"N/A"
"798",798,"Controller","05 Sep 2015",0.020641,0,0,"Short, Comedy",NA,"N/A","Justin Ian",NA,"N/A"
"800",800,"Love Among the Millionaires","19 Jul 1930",0.002824,0,0,"Comedy, Musical, Romance","6.4/10","36","Frank Tuttle",NA,"N/A"
"801",801,"Sadness","23 Jun 1999",0.002811,0,0,"Documentary","6.8/10","23","Tony Ayres",NA,"N/A"
"802",802,"Andy Plays Hookey","19 Dec 1946",0.004652,0,0,"Comedy, Short",NA,"N/A","Edward Bernds",NA,"N/A"
"803",803,"Richard Herring: Someone Likes Yoghurt","'01/01/2007'",0.028398,0,0,"Comedy","7.9/10","16","Craig Griffith",NA,"N/A"
"806",806,"Voyage To The Planet Of Teenage Cavewomen","29 Jun 2012",0.015,0,0,"Sci-Fi","5.3/10","7","Joshua Kennedy",NA,"N/A"
"807",807,"Tosca","14 Nov 2001",0.211333,0,0,"Musical, Drama","7.4/10","345","Benoît Jacquot","65%","Fathom/NCM"
"809",809,"The Narrative of Victor Karloch","'21/04/2013'",0.309663,0,0,"Short, Action, Horror","8.5/10","22","Kevin McTurk",NA,"N/A"
"810",810,"The Courage of the Commonplace","01 Aug 1913",0.003177,0,0,"Drama, Short","5.7/10","41","Rollin S. Sturgeon",NA,"N/A"
"811",811,"Death Race: Inferno","20 Jan 2013",2.436687,6500000,0,"Action, Sci-Fi, Thriller","5.5/10","15,314","Roel Reiné","50%","Universal Studios Home Entertainment"
"812",812,"Pinkadilly Circus","21 Feb 1968",0.001877,0,0,"Animation, Short, Comedy","6.9/10","83","Hawley Pratt",NA,"N/A"
"814",814,"Brazey","16 Oct 2016",0,0,0,"Animation, Short, Musical",NA,"N/A","Jared D. Weiss",NA,"N/A"
"815",815,"Murder in the Music Hall","10 Apr 1946",0.011508,0,0,"Crime, Music, Mystery","6.7/10","50","John English",NA,"N/A"
"816",816,"Island Zero","'NaT'",0.00027,0,0,"Horror",NA,"N/A","Josh Gerritsen",NA,"N/A"
"817",817,"Nicki","'05/12/1979'",8e-04,0,0,"Adult","6.0/10","12","Henri Pachard",NA,"N/A"
"819",819,"Biswa Mast Aadmi","19 May 2017",0.311187,0,0,"Comedy","8.5/10","473","Siddharth Vasani",NA,"N/A"
"821",821,"Forgiveness","25 Jun 2004",0.025812,0,0,"Drama","7.3/10","268","Ian Gabriel","60%","Dv8"
"822",822,"Kill the Scream Queen","01 Oct 2004",0.168843,5000,0,"Horror","1.9/10","232","Bill Zebub",NA,"MVD Entertainment Group"
"824",824,"Kim - Den skalliga primadonnan","10 Mar 2017",0.472766,0,0,"Documentary","8.3/10","6","Tintin Anderzon, Fredrik Egerstrand",NA,"N/A"
"825",825,"Laya Project","05 Mar 2007",5e-06,0,0,"Documentary","7.8/10","20","Harold Monfils",NA,"N/A"
"826",826,"Justice d'abord","28 Oct 1921",0.004373,0,0,"N/A","7.0/10","7","Yakov Protazanov",NA,"N/A"
"827",827,"The Wahine Disaster","10 Apr 2008",0,0,0,"Documentary",NA,"N/A","Sharon Barbour",NA,"N/A"
"828",828,"Bryan Loves You","23 Sep 2008",0.018185,1000000,0,"Horror","2.2/10","270","Seth Landau",NA,"Anchor Bay Entertainment"
"829",829,"Vacaciones de terror","11 May 1989",6.6e-05,0,0,"Horror, Mystery, Thriller","5.5/10","188","René Cardona III",NA,"N/A"
"830",830,"Mahovina na asfaltu","'01/01/1983'",0.1,0,0,"N/A","7.3/10","20","Jovan Rancic",NA,"N/A"
"831",831,"Looking for Miracles","03 Jun 1989",0.000497,0,0,"Drama, Family","7.8/10","252","Kevin Sullivan",NA,"N/A"
"832",832,"Beatrice Fairfax","07 Aug 1916",0.001913,0,0,"Action, Adventure","7.9/10","19","Leopold Wharton, Theodore Wharton",NA,"N/A"
"833",833,"Marwencol","08 Oct 2010",0.009831,0,58,"Documentary, Biography, Fantasy","7.6/10","2,568","Jeff Malmberg","98%","The Cinema Guild"
"834",834,"Little Red Hoodie","04 Jun 2009",0.010125,0,0,"Short, Fantasy, Thriller","6.0/10","48","Joern Utkilen",NA,"N/A"
"835",835,"'Til We Meet Again","20 Apr 1940",0.592021,0,0,"Drama, Romance","6.9/10","406","Edmund Goulding",NA,"Warner Bros."
"838",838,"No is E","'01/01/2008'",0.012722,0,0,"Short",NA,"N/A","Takashi Makino",NA,"N/A"
"840",840,"Nicky's Film","'01/01/1971'",0.1575,0,0,"Short, Crime","4.9/10","70","Abel Ferrara",NA,"N/A"
"841",841,"Andy Warhol","09 Jun 1987",0.002368,0,0,"Documentary, Biography","6.7/10","78","Kim Evans, Lana Jokel",NA,"N/A"
"843",843,"Narnia's Lost Poet: The Secret Lives and Loves of CS Lewis","27 Nov 2013",0.06989,0,0,"Documentary",NA,"N/A","Ian Denyer",NA,"N/A"
"844",844,"Tokio Baby","'01/01/2010'",0.009375,0,0,"Short, Drama","5.1/10","56","Tommi Kainulainen",NA,"Blind Spot Pictures Oy"
"845",845,"Koppayile Kodumkattu","30 Sep 2016",0.215959,0,0,"Drama","3.2/10","8","Soujan Josseph",NA,"N/A"
"846",846,"The Star of the Side Show","02 Apr 1912",0.003726,0,0,"Drama, Short",NA,"N/A","Lucius Henderson",NA,"N/A"
"847",847,"Herbst der Gammler","03 May 1969",0.003515,0,0,"Documentary","7.3/10","27","Peter Fleischmann",NA,"N/A"
"848",848,"The Turtles: Happy Together","15 Jan 1991",0.0018,0,0,"Music",NA,"N/A","Harold Bronson",NA,"N/A"
"849",849,"Kim Possible: The Secret Files","02 Sep 2003",0.391302,0,0,"Animation, Family, Action","7.5/10","517","Chris Bailey, Steve Loter",NA,"N/A"
"850",850,"Persuasion","13 Jan 2008",1.893576,0,0,"Drama, Romance","7.6/10","11,291","Adrian Shergold",NA,"Warner Home Video"
"851",851,"Red Sonja: Queen of Plagues","02 Aug 2016",0.479175,0,0,"Animation","4.1/10","78","N/A",NA,"N/A"
"853",853,"Shapes","26 Aug 2008",0,0,0,"Short, Horror","8.0/10","8","Alan Brennan",NA,"N/A"
"854",854,"Iron Crows","24 Aug 2011",0.01125,0,0,"Documentary, Drama","8.0/10","50","Bong-Nam Park","88%","N/A"
"855",855,"The Magician's House","31 Oct 1999",0.005771,0,0,"Drama, Family, Fantasy","6.3/10","136","N/A",NA,NA
"856",856,"Cash Rules","11 Nov 2008",0.035694,0,0,"Drama","5.1/10","13","N'Gai Members",NA,"N/A"
"857",857,"Street of Women","04 Jun 1932",0.275751,0,0,"Drama, Romance","6.2/10","200","Archie Mayo",NA,"Warner Bros."
"859",859,"Angel's Gate","01 Sep 1992",1.4e-05,0,0,"Short","5.4/10","9","Bill Viola",NA,"N/A"
"861",861,"Nos Passos do Mestre","24 Mar 2016",0.060016,0,0,"Drama",NA,"N/A","André Marouço",NA,"N/A"
"862",862,"New York Cop","14 Aug 1993",0.35,0,0,"Action, Crime, Drama","4.2/10","164","Tôru Murakawa",NA,"N/A"
"863",863,"La lengua asesina","15 Nov 1996",0.436719,4000000,0,"Comedy, Sci-Fi, Horror","4.7/10","935","Alberto Sciamma",NA,"LolaFilms"
"864",864,"Cayo","14 Sep 2005",0.00905,0,0,"Drama","6.1/10","122","Vicente Juarbe",NA,"Producciones Paractuar"
"865",865,"Les hommes du feu","05 Jul 2017",1.146537,0,0,"Drama",NA,"N/A","Pierre Jolivet",NA,"N/A"
"866",866,"Rail","'01/01/1967'",0.002824,0,0,"Documentary, Short","7.5/10","39","Geoffrey Jones",NA,"N/A"
"867",867,"Ko","22 Apr 2011",0.041985,0,0,"Action, Thriller","7.8/10","4,074","Anand K.V.",NA,"N/A"
"868",868,"El escapulario","18 Jan 1968",0.005369,0,0,"Crime, Drama, Fantasy","6.8/10","116","Servando González",NA,"N/A"
"869",869,"Schicksal einer Oper","'30/06/1958'",0.001876,0,0,"Documentary, Short","5.5/10","13","Bernhard Dörries, Edgar Reitz",NA,"N/A"
"870",870,"Rock-a-Bye Gator","09 Jan 1962",0.00318,0,0,"Animation, Family, Short","5.7/10","35","Jack Hannah",NA,"N/A"
"872",872,"The Thread of Destiny","07 Mar 1910",0.002343,0,0,"Romance, Short",NA,"N/A","D.W. Griffith",NA,"N/A"
"873",873,"Paragraph 175","07 Feb 2002",0.151523,0,0,"Documentary, History, Romance","7.9/10","1,645","Rob Epstein, Jeffrey Friedman","93%","Telling Pictures"
"875",875,"Stunt Pilot","02 Jul 1939",0.002604,0,0,"Adventure","5.6/10","17","George Waggner",NA,"Monogram"
"877",877,"Picking Peaches","03 Feb 1924",0.387887,0,0,"Comedy, Short","6.4/10","100","Erle C. Kenton",NA,"Mack Sennett Comedies"
"878",878,"Elektra","14 Jan 2005",0.01452,0,0,"Action, Crime, Fantasy","4.8/10","75,502","Rob Bowman","10%","20th Century Fox"
"879",879,"Un Mundo Secreto","15 Mar 2013",0.015311,0,0,"N/A","5.9/10","94","Gabriel Mariño",NA,"N/A"
"880",880,"Tomorrow","14 Apr 2017",0.400908,0,0,"Documentary","8.1/10","2,122","Cyril Dion, Mélanie Laurent","71/100","N/A"
"881",881,"Paradise For Buster","'31/05/1952'",0.002824,0,0,"Short, Comedy","6.7/10","21","Del Lord",NA,"N/A"
"885",885,"Tranquille donne di campagna","01 Feb 1992",2.840799,0,0,"Drama","5.9/10","40","Claudio Giorgi",NA,"N/A"
"886",886,"Cena para dos","'24/07/2015'",0.039375,0,0,"Short, Comedy",NA,"N/A","Miguel Ramiro",NA,"N/A"
"887",887,"Repare Bem","06 Oct 2013",0.014835,0,0,"Documentary",NA,"N/A","Maria de Medeiros",NA,"N/A"
"888",888,"The Great Debaters","25 Dec 2007",4.977651,15000000,30226144,"Biography, Drama, Romance","7.6/10","50,104","Denzel Washington","65/100","N/A"
"890",890,"Sprawiedliwy","19 Feb 2016",0.147827,0,0,"Drama","6.7/10","40","Michal Szczerbic",NA,"N/A"
"891",891,"Dancing Outlaw","'01/01/1991'",5.7e-05,0,0,"Documentary, Short","6.0/10","152","Jacob Young",NA,"N/A"
"892",892,"Safe Harbour","02 Jan 2008",0.109326,2500000,0,"Drama, Romance","5.5/10","400","Bill Corcoran",NA,"WARNER BROTHERS PICTURES"
"893",893,"Kitaj v ogne (Ruki proch' ot Kitaya!)","'14/06/1925'",0.001875,0,0,"Animation, Short","6.1/10","19","Nikolai Khodataev, Zenon Komissarenko, Youry Merkulov",NA,"N/A"
"894",894,"Assault of the Party Nerds 2","09 May 1995",0.026762,0,0,"Comedy","2.8/10","131","Richard Gabai",NA,"Check Entertainment"
"895",895,"Monidlo","'13/03/1970'",0.00018,0,0,"Short, Comedy","7.1/10","37","Antoni Krauze",NA,"N/A"
"896",896,"Dawn of the Crescent Moon","01 Apr 2014",0.242654,0,0,"Drama, Sci-Fi, Thriller","5.1/10","40","Kirk Loudon",NA,"Indican Pictures"
"898",898,"Showgirls","22 Sep 1995",2.59667,45000000,20350754,"Drama","4.6/10","52,951","Paul Verhoeven","19%","MGM Home Entertainment"
"899",899,"New York City Serenade","15 Aug 2008",0.154809,0,0,"Comedy, Drama","5.2/10","435","Frank Whaley","8%","Anchor Bay Entertainment"
"901",901,"Screamplay","01 Nov 1985",1e-06,0,0,"Comedy, Horror, Mystery","6.5/10","216","Rufus Butler Seder",NA,"N/A"
"902",902,"Erroll Garner: No One Can Hear You Read","01 Apr 2013",0,0,0,"Documentary","7.4/10","18","Atticus Brady",NA,"First Run Features"
"904",904,"Envy","30 Apr 2004",0.009375,0,0,"Comedy","4.8/10","27,248","Barry Levinson","8%","DreamWorks SKG"
"905",905,"A Charlie Brown Celebration","24 May 1982",0.00324,0,0,"Animation, Comedy, Family","7.3/10","196","Bill Melendez",NA,"N/A"
"906",906,"Django Lives!","'NaT'",2e-06,0,0,"Action, Crime, Drama",NA,"N/A","N/A",NA,"N/A"
"907",907,"Vechera na Khutore bliz Dikanki","31 Dec 2001",0.003555,0,0,"Musical, Comedy, Fantasy","5.6/10","163","Semyon Gorov",NA,"N/A"
"909",909,"Hogo fogo Homolka","05 Mar 1971",8e-06,0,0,"Comedy","7.1/10","233","Jaroslav Papousek",NA,"N/A"
"910",910,"Jungledyret","20 Dec 1996",0.008445,0,0,"Animation, Family, Musical","5.2/10","561","Stefan Fjeldmark, Jørgen Lerdam, Flemming Quist Møller",NA,"N/A"
"911",911,"Fatal Pursuit","01 Feb 1995",0.266498,0,0,"Crime, Drama, Thriller","3.1/10","131","Eric Louzil",NA,"Hod Film Productions"
"912",912,"Thea Linnea","24 May 2012",0.015,0,0,"Thriller",NA,"N/A","Danny Seterdal",NA,"N/A"
"913",913,"My Future Baby","15 Jan 2012",1.4e-05,0,0,"Documentary",NA,"N/A","Brigitte Mueller",NA,"Stand Releasing"
"914",914,"Port of Lost Dreams","15 Oct 1934",0.145566,0,0,"Crime, Romance, Drama","6.1/10","32","Frank R. Strayer",NA,"N/A"
"915",915,"Bug Carnival","16 Apr 1937",0.010254,0,0,"Animation, Short",NA,"N/A","Mannie Davis, George Gordon",NA,"N/A"
"916",916,"The Adventures of Supernigger: Episode I - The Final Chapter","'01/01/2004'",0.028565,14000,0,"Short, Comedy, Drama","7.3/10","15","Alrick Brown",NA,"N/A"
"917",917,"Videograss","01 Nov 2012",0.048011,0,0,"N/A",NA,"N/A","N/A",NA,"N/A"
"918",918,"Ye","08 Jul 2010",NA,0,0,"Drama, Thriller","6.3/10","8,121","Werner Herzog","49%","Unified Pictures"
"919",919,"Ocharovatelnye prisheltsy","'01/01/1991'",0.03,0,0,"Sci-Fi","4.4/10","7","Nikolay Fomin",NA,"N/A"
"920",920,"Taxi","20 Nov 1998",0.282078,0,0,"Action, Comedy, Crime","6.9/10","65,307","Gérard Pirès",NA,"N/A"
"922",922,"A Close Call for Ellery Queen","29 Jan 1942",0.005193,0,0,"Adventure, Crime, Mystery","5.8/10","49","James P. Hogan",NA,"N/A"
"923",923,"Consent","02 Apr 2004",0.205567,0,0,"Comedy, Short","7.4/10","436","Jason Reitman",NA,"N/A"
"924",924,"The Return of Optimus Prime","17 Sep 1987",0.013372,0,0,"Animation, Action, Sci-Fi","8.3/10","361","Andy Kim, Ray Lee",NA,"N/A"
"925",925,"Les Lionceaux","27 Apr 1960",0.126088,0,0,"Drama",NA,"N/A","Jacques Bourdon",NA,"N/A"
"926",926,"The War","04 Nov 1994",0.166959,0,0,"Drama","6.7/10","10,716","Jon Avnet","27%","Universal Pictures"
"927",927,"She Wronged Him Right","05 Jan 1934",0.004302,0,0,"Animation, Short, Comedy","6.6/10","108","Dave Fleischer",NA,"N/A"
"928",928,"Amusement Park","13 Jul 2018",0.433884,0,0,"Animation, Adventure, Comedy",NA,"N/A","Dylan Brown",NA,"Paramount Animation"
"929",929,"No Place Like Home","03 Dec 1989",0.402057,0,0,"Drama","6.8/10","240","Lee Grant",NA,"N/A"
"930",930,"Blood and Steel","01 Dec 1959",0.043083,0,0,"Drama, War","3.8/10","56","Bernard L. Kowalski",NA,"Twentieth Century Fox"
"931",931,"Progress Island U.S.A.","'01/01/1973'",1.8e-05,0,0,"Short","2.0/10","128","Jorge Delgado",NA,"N/A"
"932",932,"Rowdy Ranganna","'01/01/1968'",0.006323,0,0,"N/A","8.0/10","6","R. Ramamurthy",NA,"N/A"
"933",933,"The Flor Contemplacion Story","07 Jun 1995",0.003116,0,0,"Crime, Drama, Thriller","7.3/10","57","Joel Lamangan",NA,"N/A"
"934",934,"Beer","30 Aug 1985",0.146171,0,0,"Comedy","5.1/10","552","Patrick Kelly",NA,"HBO Video"
"935",935,"Snapping the Whip","20 Jan 1929",0.028915,0,0,"Animation, Short, Comedy","4.0/10","7","Frank Moser, Paul Terry",NA,"N/A"
"936",936,"Harold Teen","07 Apr 1934",0.002998,0,0,"Comedy, Musical, Romance","6.6/10","61","Murray Roth",NA,"N/A"
"937",937,"Projections of America","01 Mar 2015",0.028146,0,0,"Documentary, Biography, History","8.0/10","14","Peter Miller",NA,"docdays productions"
"938",938,"Coffy","13 Jun 1973",1.463405,500000,0,"Action, Crime, Thriller","6.9/10","7,502","Jack Hill","78%","MGM"
"939",939,"Sound Test for Blackmail","'01/01/1929'",0.007905,0,0,"Short, Documentary","7.3/10","390","Alfred Hitchcock",NA,"N/A"
"940",940,"Aus unserer Zeit","15 Jan 1970",0.000216,0,0,"Drama, Romance, War","8.4/10","7","Joachim Kunert, Kurt Maetzig, Helmut Nitzschke, Rainer Simon",NA,"N/A"
"941",941,"Vecinos","31 Jan 2006",0.008605,0,0,"Comedy, Family, Reality-TV","7.4/10","144","N/A",NA,NA
"943",943,"Billy Connolly - Live at the Odeon Hammersmith London","'30/12/1991'",0.172679,0,0,"Documentary, Comedy","8.2/10","140","Nobby Clark",NA,"N/A"
"944",944,"Westlife: Live in Stockholm The Turnaround Tour","15 Nov 2004",8e-06,0,0,"Music","8.6/10","20","Julia Knowles",NA,"N/A"
"945",945,"Curse of the Shaolin","'01/01/2010'",0.009375,0,0,"Documentary, Action, Biography","8.0/10","74","Sven Kamm",NA,"N/A"
"946",946,"Scathed","12 May 2009",0.003102,0,0,"N/A","7.4/10","8","David Gregory",NA,"N/A"
"947",947,"Pegasus Vs. Chimera","15 Sep 2012",0.361808,0,0,"Fantasy, Horror, Sci-Fi","2.7/10","446","John Bradshaw",NA,"Sony Pictures Entertainment"
"948",948,"Alguma Coisa Assim","14 Aug 2006",0.005625,0,0,"Short","6.1/10","22","Esmir Filho",NA,"N/A"
"951",951,"Vier Drillinge sind einer zu viel","07 Feb 2014",0.180563,0,0,"Comedy","6.4/10","8","Matthias Kiefersauer",NA,"N/A"
"952",952,"Endless corridor","01 Jul 2014",0.026969,0,0,"Documentary, Drama, History",NA,"N/A","Aleksandras Brokas, Mindaugas Urbonavicius",NA,"N/A"
"953",953,"Jerry Sadowitz - Total Abuse Show","'05/04/1988'",0.25,0,0,"Comedy",NA,"N/A","Ken O'Neill",NA,"N/A"
"954",954,"Skeleton Key 3: The Organ Trail","08 Nov 2011",0.016992,5000,0,"Adventure, Comedy, Horror","4.3/10","41","John Johnson",NA,"N/A"
"955",955,"Urgia","09 Dec 1979",0.01215,0,0,"Drama","7.1/10","8","Andrei Blaier, Iosif Demian",NA,"N/A"
"956",956,"Khon Jorn","17 Dec 1999",0.005358,0,0,"Drama",NA,"N/A","Attaporn Thihirun",NA,"N/A"
"957",957,"Tetsuo: The Bullet Man","'05/09/2009'",0.041246,0,0,"Action, Horror, Sci-Fi","5.7/10","1,353","Shin'ya Tsukamoto",NA,"IFC"
"958",958,"Rustom Sohrab","'NaT'",0,0,0,"Drama, Action, Adventure","6.8/10","17","Vishram Bedekar",NA,"N/A"
"959",959,"Urtain","'14/12/2011'",0.013125,0,0,"N/A","5.8/10","10","Manuel Summers",NA,"N/A"
"961",961,"El silencio es bienvenido","01 Mar 2017",0.290537,0,0,"Drama",NA,"N/A","Gabriela García Rivas",NA,"N/A"
"963",963,"Transpapa","22 Nov 2012",0.228374,0,0,"Drama","6.7/10","110","Sarah-Judith Mettke",NA,"N/A"
"964",964,"Quest for Love","29 Oct 1971",0.393322,0,0,"Drama, Mystery, Romance","6.7/10","397","Ralph Thomas",NA,"N/A"
"965",965,"Children of Lir","09 Sep 2016",0.138703,0,0,"Documentary, Animation, Short",NA,"N/A","Katherin McInnis",NA,"N/A"
"966",966,"Lange Nacht","'05/10/2009'",0.009464,0,0,"Short","7.3/10","9","Manno Lanssens",NA,"N/A"
"968",968,"Unholy Matrimony","03 Oct 1988",4e-05,0,0,"Action, Drama, Thriller","6.1/10","47","Jerrold Freedman",NA,"Edgar J. Scherick Associates"
