"","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating"
"6100","Du ritar fult","'10/01/2010'",4.8e-05,0,0,NA,NA,NA,NA,NA
"6101","Beauty and the Beast","'16/03/2017'",224.430327,160000000,1262778290,NA,NA,NA,NA,NA
"6102","Enjoy","'01/10/2007'",0.010555,0,0,NA,NA,NA,NA,NA
"6103","Holiday in St. Tropez","'14/08/1964'",0.153078,0,0,NA,NA,NA,NA,NA
"6104","Somewhere over the rainbow","'NaT'",0.002,0,0,NA,NA,NA,NA,NA
"6105","Let's Sing with Popeye","'05/03/1934'",0.001876,0,0,NA,NA,NA,NA,NA
"6106","Ni na nebu ni na zemlji","'02/07/1994'",0.002862,0,0,NA,NA,NA,NA,NA
"6107","Soldiers' Stories","'NaT'",0.05,0,0,NA,NA,NA,NA,NA
"6108","Shadow","'01/02/2014'",0.024772,0,0,NA,NA,NA,NA,NA
"6109","The Jump","'06/09/1998'",0.221709,0,0,NA,NA,NA,NA,NA
"6110","Sweet Country","'01/01/1987'",0.013568,3200000,2000000,NA,NA,NA,NA,NA
"6111","Mayuri","'15/08/1984'",0.015,0,0,NA,NA,NA,NA,NA
"6112","Ana Carolina & Seu Jorge - Ao Vivo","'28/07/2005'",0.025385,0,0,NA,NA,NA,NA,NA
"6113","Hit Favorites: Friends and Family","'01/01/2011'",0.017207,0,0,NA,NA,NA,NA,NA
"6114","The World's Fastest Indian","'12/10/2005'",0.905565,25000000,0,NA,NA,NA,NA,NA
"6115","The Surrogacy Trap","'01/01/2013'",0.190452,0,0,NA,NA,NA,NA,NA
"6116","Noviembre","'26/09/2003'",0.00718,0,0,NA,NA,NA,NA,NA
"6117","Zombie High","'02/10/1987'",0.001864,0,0,NA,NA,NA,NA,NA
"6118","Man from Montana","'05/09/1941'",0.20667,0,0,NA,NA,NA,NA,NA
"6119","Casi una gran estafa","'25/08/2017'",7.0487,0,0,NA,NA,NA,NA,NA
"6120","The Dish & the Spoon","'12/03/2011'",0.03264,0,0,NA,NA,NA,NA,NA
"6121","The House in the Woods","'31/10/1957'",0.007024,0,0,NA,NA,NA,NA,NA
"6122","Kathleen Madigan: Madigan Again","'11/09/2013'",0.079968,0,0,NA,NA,NA,NA,NA
"6123","Conversa","'19/02/1967'",0.001887,0,0,NA,NA,NA,NA,NA
"6124","The Waiting Room","'26/09/2012'",0.044886,0,0,NA,NA,NA,NA,NA
"6125","Video Days","'08/01/1991'",0.001781,0,0,NA,NA,NA,NA,NA
"6126","Out of the Fog","'09/02/1919'",0.004161,0,0,NA,NA,NA,NA,NA
"6127","Dire Wolf","'25/09/2009'",0.026393,0,0,NA,NA,NA,NA,NA
"6128","SvÃ?lt","'NaT'",0.0045,0,0,NA,NA,NA,NA,NA
"6129","Suffrage and the Man","'05/06/1912'",0.001875,0,0,NA,NA,NA,NA,NA
"6130","Peter and the Wolf","'01/01/2007'",0.005625,0,0,NA,NA,NA,NA,NA
"6131","Kurtulus","'01/01/1994'",0.005506,0,0,NA,NA,NA,NA,NA
"6132","Kittu Puttu","'01/01/1977'",2e-06,0,0,NA,NA,NA,NA,NA
"6133","Come What May","'17/03/2009'",0.017031,300000,0,NA,NA,NA,NA,NA
"6134","I Downloaded a Ghost","'06/04/2004'",0.61506,0,0,NA,NA,NA,NA,NA
"6135","Penas","'01/01/2012'",0.015086,0,0,NA,NA,NA,NA,NA
"6136","ìù´ë?„ìù„ ë°›ì•„ë“?ìù´ë?” ë‹?ì„¯ ë‹¨ê?„","'09/12/2016'",1.363426,0,0,NA,NA,NA,NA,NA
"6137","Ø?ÙˆØ¨Ø±Ù…Ø§Ø±ÙƒØª","'22/05/1990'",0,0,0,NA,NA,NA,NA,NA
"6138","Violetta en vivo","'14/03/2014'",0.078102,0,0,NA,NA,NA,NA,NA
"6139","Tai Zi chuan shuo","'16/04/1993'",0.01557,0,0,NA,NA,NA,NA,NA
"6140","Marco und der Wolf","'09/01/2004'",0.008438,0,0,NA,NA,NA,NA,NA
"6141","A Bitter Mix","'04/11/2015'",0.335315,0,0,NA,NA,NA,NA,NA
"6142","Cupidon","'15/12/2012'",0.047448,0,0,NA,NA,NA,NA,NA
"6143","Catafalque","'01/01/2010'",0.009375,0,0,NA,NA,NA,NA,NA
"6144","As Mil e Uma Noites: Volume ","'24/06/2015'",NA,0,0,NA,NA,NA,NA,NA
"6145","Jet Set","'14/06/2000'",0.057501,0,0,NA,NA,NA,NA,NA
"6146","Le calde notti del Decameron","'03/08/1972'",3e-06,0,0,NA,NA,NA,NA,NA
"6147","Millionaire Playboy","'14/03/1940'",0.02582,0,0,NA,NA,NA,NA,NA
"6148","My War","'15/09/2016'",0.384334,0,0,NA,NA,NA,NA,NA
"6149","Lo que podrÃ?amos ser","'12/08/2018'",0.29849,0,0,NA,NA,NA,NA,NA
"6150","Caris' Peace","'NaT'",0.005192,0,0,NA,NA,NA,NA,NA
"6151","Circle of Poison","'18/11/2015'",0.072153,0,0,NA,NA,NA,NA,NA
"6152","Shutter One","'22/09/2009'",0.016704,0,0,NA,NA,NA,NA,NA
"6153","Good King Wenceslas","'26/11/1994'",0.071802,0,0,NA,NA,NA,NA,NA
"6154","Roser og Persille","'20/08/1993'",8e-06,0,0,NA,NA,NA,NA,NA
"6155","Nannavaru","'26/08/1986'",0,0,0,NA,NA,NA,NA,NA
"6156","Alan SaldaÃ±a: Mi vida de pobre","'04/08/2017'",1.271599,0,0,NA,NA,NA,NA,NA
"6157","Do you have the Shine?","'02/01/2003'",0.004149,0,0,NA,NA,NA,NA,NA
"6158","Planet Sigma","'07/02/2015'",0.053981,0,0,NA,NA,NA,NA,NA
"6159","A Father's Choice","'12/01/2000'",0.879414,0,0,NA,NA,NA,NA,NA
"6160","L'hÃ©ritage de Lilette","'31/12/1930'",0.002119,0,0,NA,NA,NA,NA,NA
"6161","High Lonesome: The Story of Bluegrass Music","'01/01/1991'",0.00108,0,0,NA,NA,NA,NA,NA
"6162","CÃ©cile est morte","'08/03/1944'",0.009588,0,0,NA,NA,NA,NA,NA
"6163","Eddie og Suzanne","'10/09/1975'",0.279,0,0,NA,NA,NA,NA,NA
"6164","Spur der Zeiten - Der Regisseur Frank Beyer","'NaT'",2.2e-05,0,0,NA,NA,NA,NA,NA
"6165","Silly Billies","'20/03/1936'",0.003135,0,0,NA,NA,NA,NA,NA
"6166","Model Behavior","'02/01/1982'",0.002633,0,0,NA,NA,NA,NA,NA
"6167","Day's End","'09/05/1975'",0.05,0,0,NA,NA,NA,NA,NA
"6168","Walter","'02/11/1982'",0.131373,0,0,NA,NA,NA,NA,NA
"6169","Ilona Llega Con la Lluvia","'06/09/1996'",0.018729,0,0,NA,NA,NA,NA,NA
"6170","Sisters in Resistance","'01/01/2000'",0.001875,0,0,NA,NA,NA,NA,NA
"6171","I bi veÄç","'01/01/1975'",NA,0,0,NA,NA,NA,NA,NA
"6172","Against the Dark","'01/01/2009'",1.305999,9000000,0,NA,NA,NA,NA,NA
"6173","Lanetli kadinlar","'01/01/1990'",4e-06,0,0,NA,NA,NA,NA,NA
"6174","Der lachende Stern","'27/10/1983'",6e-04,0,0,NA,NA,NA,NA,NA
"6175","Chattanooga Choo Choo","'18/05/1984'",0.143591,0,0,NA,NA,NA,NA,NA
"6176","Tiny Giants 3D","'24/05/2014'",0.547611,0,0,NA,NA,NA,NA,NA
"6177","Dawn of the Dragonslayer","'24/10/2011'",0.398475,0,0,NA,NA,NA,NA,NA
"6178","Disco Hits 90s Vol 3","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6179","One Life","'04/01/1995'",0.001878,0,0,NA,NA,NA,NA,NA
"6180","Cats & Dogs","'04/07/2001'",2.743019,60000000,93375151,NA,NA,NA,NA,NA
"6181","?—???»??Ñ‚?°Ñè ?œ?°ÑÅ?º?°: ?’???????° ?¸ ???¸Ñ€. ?ù?°Ñ‡?°?»?? Ñ€?????°???°","'14/04/2017'",0.231566,0,0,NA,NA,NA,NA,NA
"6182","Yoko Ono: Then and Now","'09/10/1984'",0.5,0,0,NA,NA,NA,NA,NA
"6183","Hoops & Yoyo's Haunted Halloween","'26/10/2012'",0.015,0,0,NA,NA,NA,NA,NA
"6184","Farz Aur Kanoon","'01/01/1982'",3.6e-05,0,0,NA,NA,NA,NA,NA
"6185","Gost","'01/01/1987'",1e-06,0,0,NA,NA,NA,NA,NA
"6186","Black or White","'06/09/2014'",1.422759,9000000,21571189,NA,NA,NA,NA,NA
"6187","The Characteristics of C-Minor","'23/02/2014'",0.036111,0,0,NA,NA,NA,NA,NA
"6188","Gutty","'17/10/2011'",0.013125,0,0,NA,NA,NA,NA,NA
"6189","Rapture Adrenaline","'01/01/2009'",0.46517,0,0,NA,NA,NA,NA,NA
"6190","Harold Robbins' Body Parts","'07/02/2001'",0.005499,0,0,NA,NA,NA,NA,NA
"6191","Messenger of Death","'16/09/1988'",0.829997,0,0,NA,NA,NA,NA,NA
"6192","Ouvert 24/7","'02/11/2010'",0.010669,0,0,NA,NA,NA,NA,NA
"6193","Tjoet Nja' Dhien","'01/10/1989'",0.219218,0,0,NA,NA,NA,NA,NA
"6194","Der Engel mit dem Flammenschwert","'21/10/1954'",0.030852,0,0,NA,NA,NA,NA,NA
"6195","La riffa","'15/11/1991'",0.320687,0,0,NA,NA,NA,NA,NA
"6196","Lily","'01/01/2009'",0.0075,0,0,NA,NA,NA,NA,NA
"6197","Mt. Zion","'06/02/2013'",0.085554,0,200,NA,NA,NA,NA,NA
"6198","Via Pony Express","'05/02/1933'",0.003484,0,0,NA,NA,NA,NA,NA
"6199","Canta Maria","'01/11/2006'",0.007577,0,0,NA,NA,NA,NA,NA
"6200","Salvador Martinha: Tip of the Tongue","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6201","Bendy Body: A Flex-stability Workout","'NaT'",1.9e-05,0,0,NA,NA,NA,NA,NA
"6202","è¿‡ç•Œç”·å¥?","'16/10/2013'",0.610492,0,0,NA,NA,NA,NA,NA
"6203","Dreaming of Joseph Lees","'29/10/1999'",0.282335,2000000,7,NA,NA,NA,NA,NA
"6204","America Betrayed","'NaT'",1.2e-05,0,0,NA,NA,NA,NA,NA
"6205","A Gunman Has Escaped","'01/01/1948'",0.003058,0,0,NA,NA,NA,NA,NA
"6206","Stella","'20/07/1950'",0.278609,0,0,NA,NA,NA,NA,NA
"6207","Rolltreppe abwÃ?rts","'11/06/2005'",0.00567,0,0,NA,NA,NA,NA,NA
"6208","Surf Crazy","'09/04/2001'",0.001878,0,0,NA,NA,NA,NA,NA
"6209","Eyes","'01/01/1971'",2.4e-05,0,0,NA,NA,NA,NA,NA
"6210","Fugitive Mind","'14/09/1999'",0.025488,0,0,NA,NA,NA,NA,NA
"6211","Romance of a Jewess","'23/10/1908'",0.006989,0,0,NA,NA,NA,NA,NA
"6212","Sweepstakes Winner","'20/05/1939'",0.007141,0,0,NA,NA,NA,NA,NA
"6213","The Adderall Diaries","'15/04/2016'",1.576342,0,0,NA,NA,NA,NA,NA
"6214","El criminal","'27/06/1985'",0.00048,0,0,NA,NA,NA,NA,NA
"6215","Mandela's Gun","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6216","Cornouaille","'14/08/2012'",0.111884,0,0,NA,NA,NA,NA,NA
"6217","Catalog","'01/01/2005'",0.005628,0,0,NA,NA,NA,NA,NA
"6218","The Light in the Forest","'08/07/1958'",0.003082,0,0,NA,NA,NA,NA,NA
"6219","Second Sunday","'01/01/2014'",0.0225,0,0,NA,NA,NA,NA,NA
"6220","RESET","'30/03/2007'",0.005956,0,0,NA,NA,NA,NA,NA
"6221","Lone Star Raiders","'23/12/1940'",0.007097,0,0,NA,NA,NA,NA,NA
"6222","The Famous Five","'01/01/1957'",0.004236,0,0,NA,NA,NA,NA,NA
"6223","En Vred Mand","'18/04/2015'",0.053436,0,0,NA,NA,NA,NA,NA
"6224","Football (Now and Then)","'02/10/1953'",0.008769,0,0,NA,NA,NA,NA,NA
"6225","TCM: Twenty Classic Moments","'14/04/2014'",0.024393,0,0,NA,NA,NA,NA,NA
"6226","Too Young to Marry","'09/07/2007'",0.434307,2,0,NA,NA,NA,NA,NA
"6227","For Good","'17/07/2003'",0.008613,0,0,NA,NA,NA,NA,NA
"6228","Behind Closed Doors","'06/01/1980'",0,0,0,NA,NA,NA,NA,NA
"6229","El macho bionico","'21/01/1981'",0,0,0,NA,NA,NA,NA,NA
"6230","An Act of War","'10/03/2015'",0.500528,0,0,NA,NA,NA,NA,NA
"6231","The Discovery","'01/09/2008'",0,0,0,NA,NA,NA,NA,NA
"6232","Juliane","'07/04/2000'",0.00235,0,0,NA,NA,NA,NA,NA
"6233","Los sobrevivientes","'06/01/1979'",0.1404,0,0,NA,NA,NA,NA,NA
"6234","Arrival","'10/11/2016'",23.567957,47000000,202107388,NA,NA,NA,NA,NA
"6235","Marschall VorwÃ?rts","'23/11/1932'",0.031954,0,0,NA,NA,NA,NA,NA
"6236","Ontrouw","'30/09/1911'",0.002091,0,0,NA,NA,NA,NA,NA
"6237","Crazy Knights","'08/12/1944'",0.011192,0,0,NA,NA,NA,NA,NA
"6238","Tinsel Tree","'01/01/1942'",0.003017,0,0,NA,NA,NA,NA,NA
"6239","Did You Hear the One About the Traveling Saleslady?","'14/07/1968'",0.034601,0,0,NA,NA,NA,NA,NA
"6240","Thora van Deken","'01/01/1920'",0.009516,0,0,NA,NA,NA,NA,NA
"6241","A Herb Alpert & the Tijuana Brass Double Feature","'01/01/1966'",0.01856,0,0,NA,NA,NA,NA,NA
"6242","A Talent For murder","'17/01/1984'",0.000277,0,0,NA,NA,NA,NA,NA
"6243","Despicable Dick and Righteous Richard","'01/01/2011'",0.01125,0,0,NA,NA,NA,NA,NA
"6244","Manal Kayiru","'07/05/1982'",5e-06,0,0,NA,NA,NA,NA,NA
"6245","My Little Girl","'31/08/1986'",0.297446,0,0,NA,NA,NA,NA,NA
"6246","Tracks","'06/03/2014'",0.031476,0,4878242,NA,NA,NA,NA,NA
"6247","Visions of Ital","'18/08/2009'",NA,0,0,NA,NA,NA,NA,NA
"6248","The Girl of the Golden West","'18/03/1938'",0.071591,0,0,NA,NA,NA,NA,NA
"6249","East Is East","'02/09/1916'",0.002823,0,0,NA,NA,NA,NA,NA
"6250","Beyond the Bridge","'07/11/2015'",0.051851,10000,0,NA,NA,NA,NA,NA
"6251","Exile - A Myth Unearthed","'07/12/2012'",0.127769,0,0,NA,NA,NA,NA,NA
"6252","Don't Go in the Fucking Woods","'01/01/2002'",0.004125,0,0,NA,NA,NA,NA,NA
"6253","So You Want to Play the Horses","'05/10/1946'",0.003176,0,0,NA,NA,NA,NA,NA
"6254","Animals Are Amazing: Untamed Africa: Part One","'12/09/2009'",0.0075,0,0,NA,NA,NA,NA,NA
"6255","Death from Beyond","'15/08/2006'",0.008879,0,0,NA,NA,NA,NA,NA
"6256","On the Old Spanish Trail","'15/10/1947'",0.015745,0,0,NA,NA,NA,NA,NA
"6257","Evil Spirits","'01/01/1990'",0.053306,0,0,NA,NA,NA,NA,NA
"6258","Familjen BjÃ¶rck","'20/01/1940'",0.001916,0,0,NA,NA,NA,NA,NA
"6259","The Danger Game","'21/04/1918'",0.021729,0,0,NA,NA,NA,NA,NA
"6260","Pope John Paul II: Santo Subito","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6261","The Amy Fisher Story","'03/01/1993'",0.754955,0,0,NA,NA,NA,NA,NA
"6262","ç”?é‰„åŸ?ãÅ®ã‚«ãƒêãƒçãƒª ç·èé›†ç·¨ï?›å?Œç·¨ï?ùç‡ƒãÅˆã‚‹å‘?","'07/01/2017'",1.100973,0,0,NA,NA,NA,NA,NA
"6263","Codice privato","'08/09/1988'",3e-06,0,0,NA,NA,NA,NA,NA
"6264","Cross Breed","'30/11/1927'",0.001875,0,0,NA,NA,NA,NA,NA
"6265","Off the Trolley","'22/06/1919'",0.001912,0,0,NA,NA,NA,NA,NA
"6266","Worst. Prom. Ever.","'09/05/2011'",0.242018,0,0,NA,NA,NA,NA,NA
"6267","Day Dreams","'15/11/1922'",0.040206,0,0,NA,NA,NA,NA,NA
"6268","Monsoon Wife","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6269","Ratman","'14/09/1924'",0.001875,0,0,NA,NA,NA,NA,NA
"6270","é›»å?±ç‰ˆ çç£æ‹?æˆ?é??ã‚?ã‚?ãƒ¬ãƒ?ã‚¸ãƒ£ãƒ? ãƒçã‚?ãƒçã‚?!ãƒ›ã‚?ãƒ›ã‚?!é?™æ¸¯å?§æ±ºæˆ?","'04/08/2007'",0.227415,0,0,NA,NA,NA,NA,NA
"6271","Vaana","'15/01/2008'",0.0129,0,0,NA,NA,NA,NA,NA
"6272","Hengen Taima Yakou Karura Mau! Nara Onryou Emaki","'08/04/1989'",0.015,0,0,NA,NA,NA,NA,NA
"6273","Term of Trial","'16/08/1962'",0.243453,0,0,NA,NA,NA,NA,NA
"6274","Sodom: [2015] Motocultor Festival","'15/08/2015'",0.04125,0,0,NA,NA,NA,NA,NA
"6275","Ha","'07/11/1932'",NA,0,0,NA,NA,NA,NA,NA
"6276","Slatko od snova","'12/04/1994'",0.011171,0,0,NA,NA,NA,NA,NA
"6277","Money Train","'21/11/1995'",0.982102,60000000,35431113,NA,NA,NA,NA,NA
"6278","Ion","'01/04/1984'",NA,0,0,NA,NA,NA,NA,NA
"6279","Song 21","'01/01/1965'",0.004397,0,0,NA,NA,NA,NA,NA
"6280","Live Music","'20/11/2009'",0.014075,0,0,NA,NA,NA,NA,NA
"6281","Amici miei","'06/06/1975'",1.174409,0,0,NA,NA,NA,NA,NA
"6282","Title","'01/01/1972'",2.9e-05,0,0,NA,NA,NA,NA,NA
"6283","L'eroe di Babilonia","'22/08/1963'",0.006916,0,0,NA,NA,NA,NA,NA
"6284","Tokyo Express","'26/08/2004'",0.003765,0,0,NA,NA,NA,NA,NA
"6285","I Do? I Die! (D'yos ko day)","'16/04/1997'",0.002338,0,0,NA,NA,NA,NA,NA
"6286","Night Soil - Economy of Love","'01/01/2016'",0.050625,0,0,NA,NA,NA,NA,NA
"6287","Love Notes","'20/08/2007'",0.093482,0,0,NA,NA,NA,NA,NA
"6288","ë°±ì‚¬ë¶€ìù¸","'02/10/1960'",0.001924,0,0,NA,NA,NA,NA,NA
"6289","This Is 40","'20/12/2012'",2.95851,35000000,88058786,NA,NA,NA,NA,NA
"6290","Joseph: King of Dreams","'07/11/2000'",2.161928,0,0,NA,NA,NA,NA,NA
"6291","Antisocial Behavior","'01/01/2013'",0.016875,0,0,NA,NA,NA,NA,NA
"6292","An Ambush of Ghosts","'NaT'",9e-04,0,0,NA,NA,NA,NA,NA
"6293","Welcome 2 My Deaf World","'01/01/2006'",0.020743,0,0,NA,NA,NA,NA,NA
"6294","Pelota de cuero (Historia de una pasiÃ?n)","'24/07/1963'",0.03195,0,0,NA,NA,NA,NA,NA
"6295","à´®à´¨àµçà´¨à´?à´Ÿà´¿à´¯à´?àµ? à´ªàµ†à´£àµçà´£à´¿à´¨àµç à´?àµ†à´™àµçà´•àµ‹à´Ÿàµçà´Ÿ à´?àµ†à´•àµçà´•àµ»","'17/01/1997'",0.031136,0,0,NA,NA,NA,NA,NA
"6296","The Secret Life of Chaos","'14/01/2010'",0.010315,0,0,NA,NA,NA,NA,NA
"6297","Bir yudum sevgi","'02/01/1984'",0.000277,0,0,NA,NA,NA,NA,NA
"6298","Speak","'20/01/2004'",0.83609,1000000,0,NA,NA,NA,NA,NA
"6299","GLUED","'01/01/2012'",0.013125,0,0,NA,NA,NA,NA,NA
"6300","Joj","'01/01/2004'",NA,0,0,NA,NA,NA,NA,NA
"6301","Todas as Mulheres do Mundo","'01/01/1967'",0.003357,0,0,NA,NA,NA,NA,NA
"6302","Cave","'02/09/2016'",0.452691,0,0,NA,NA,NA,NA,NA
"6303","Arabian Tights","'02/06/1933'",0.018057,0,0,NA,NA,NA,NA,NA
"6304","Mein Fenster","'30/06/1979'",1e-06,0,0,NA,NA,NA,NA,NA
"6305","Parallax","'16/10/2014'",0.063599,0,0,NA,NA,NA,NA,NA
"6306","How Do I Know It's Sunday","'08/06/1934'",0.007977,0,0,NA,NA,NA,NA,NA
"6307","Anamnese","'25/05/1980'",0.0186,0,0,NA,NA,NA,NA,NA
"6308","O Estado do Mundo","'24/05/2007'",0.009159,0,0,NA,NA,NA,NA,NA
"6309","Jackie","'02/12/2016'",6.27539,9000000,13960394,NA,NA,NA,NA,NA
"6310","Cops Is Tops","'03/11/1955'",0.002534,0,0,NA,NA,NA,NA,NA
"6311","Jerry and Jumbo","'21/02/1953'",0.003053,0,0,NA,NA,NA,NA,NA
"6312","Captain Marvel","'06/03/2019'",1.515408,0,0,NA,NA,NA,NA,NA
"6313","Best Ever Muppet Moments","'11/03/2006'",0.296878,0,0,NA,NA,NA,NA,NA
"6314","Forever My Love","'03/11/2004'",0.049134,0,0,NA,NA,NA,NA,NA
"6315","Thotti Jaya","'05/05/2005'",0.003766,0,0,NA,NA,NA,NA,NA
"6316","By the Sea","'09/08/1963'",0.001875,0,0,NA,NA,NA,NA,NA
"6317","Action Replayy","'05/11/2010'",0.038095,10000000,5000000,NA,NA,NA,NA,NA
"6318","The Mountain","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6319","ã‚¯ãƒ©ã‚?ãƒ?ãƒ?ã‚ºãƒ»ãƒèã‚?","'05/07/2008'",0.037787,0,0,NA,NA,NA,NA,NA
"6320","Sarah Silverman: We Are Miracles","'23/11/2013'",0.2777,0,0,NA,NA,NA,NA,NA
"6321","ç¬¬å››å?µç•«","'09/12/2010'",0.017595,0,0,NA,NA,NA,NA,NA
"6322","Trapped","'28/05/1982'",0.009618,2000000,0,NA,NA,NA,NA,NA
"6323","Trouble","'17/04/2013'",0.037965,0,0,NA,NA,NA,NA,NA
"6324","Madame Bo-Peep","'26/05/1917'",0.006406,0,0,NA,NA,NA,NA,NA
"6325","Lucky's Treasure","'04/04/2017'",0.35264,0,0,NA,NA,NA,NA,NA
"6326","Fishing Smacks","'NaT'",0.002769,0,0,NA,NA,NA,NA,NA
"6327","Mariages","'27/08/2001'",0.050805,0,0,NA,NA,NA,NA,NA
"6328","Handcart","'11/10/2002'",0.006029,0,0,NA,NA,NA,NA,NA
"6329","The Rule","'29/04/2014'",0.024415,0,0,NA,NA,NA,NA,NA
"6330","Highway Jenny","'08/08/2006'",0.005742,0,0,NA,NA,NA,NA,NA
"6331","E","'21/10/2006'",0.012566,0,0,NA,NA,NA,NA,NA
"6332","Musnahkan ilmu santet","'01/01/1989'",0.000911,0,0,NA,NA,NA,NA,NA
"6333","The Male Animal","'04/04/1942'",0.001903,0,0,NA,NA,NA,NA,NA
"6334","Waste","'02/11/2012'",0.015,0,0,NA,NA,NA,NA,NA
"6335","CHiPs '99","'01/01/1998'",0.061971,0,0,NA,NA,NA,NA,NA
"6336","The Crimson Ghost","'26/10/1946'",0.285762,0,0,NA,NA,NA,NA,NA
"6337","'The Bully'","'17/06/1932'",0.002073,0,0,NA,NA,NA,NA,NA
"6338","My Big Break","'19/09/2009'",0.052055,0,0,NA,NA,NA,NA,NA
"6339","GHOST IN THE SHELL","'18/11/1995'",4.921146,0,2287714,NA,NA,NA,NA,NA
"6340","The Devastator","'01/01/1985'",0.523281,0,0,NA,NA,NA,NA,NA
"6341","Pulling a Bone","'10/01/1931'",0.00363,0,0,NA,NA,NA,NA,NA
"6342","Night Shift","'02/01/1942'",0.002823,0,0,NA,NA,NA,NA,NA
"6343","Ek Din Ka Sultan","'01/01/1945'",0.001876,0,0,NA,NA,NA,NA,NA
"6344","Jailhouse Rock","'08/11/1957'",1.309733,0,0,NA,NA,NA,NA,NA
"6345","American Blogger - The First Journey","'23/04/2014'",0.024861,0,0,NA,NA,NA,NA,NA
"6346","Ice","'22/07/2000'",0.430851,0,0,NA,NA,NA,NA,NA
"6347","Don't Wake the Dead","'02/05/2008'",0.017936,0,0,NA,NA,NA,NA,NA
"6348","Balaclava","'06/06/1928'",0.001915,0,0,NA,NA,NA,NA,NA
"6349","Zwei Familien auf der Palme","'17/02/2015'",0.24948,0,0,NA,NA,NA,NA,NA
"6350","Spinner","'30/03/2015'",0.037795,0,0,NA,NA,NA,NA,NA
"6351","Weaverfish","'09/10/2013'",0.062811,0,0,NA,NA,NA,NA,NA
"6352","24 Hour Alert","'22/12/1955'",0.00515,0,0,NA,NA,NA,NA,NA
"6353","Reconstruction","'17/05/2003'",1.284146,0,0,NA,NA,NA,NA,NA
"6354","ì˜Åêµ¬ì™€ ë•¡ì? ìù´ 3 - ì˜Åêµ¬ ë?Œë?´","'28/07/1990'",0,0,0,NA,NA,NA,NA,NA
"6355","Julie and Carol: Together Again","'13/12/1989'",0,0,0,NA,NA,NA,NA,NA
"6356","Kopf oder Zahl","'23/04/2009'",0.185166,2600000,0,NA,NA,NA,NA,NA
"6357","Earth Songs","'22/05/2012'",0.033486,0,0,NA,NA,NA,NA,NA
"6358","Clowns","'13/04/2017'",0.011209,0,0,NA,NA,NA,NA,NA
"6359","Flossin","'01/01/2001'",0.007047,0,0,NA,NA,NA,NA,NA
"6360","Mortacci","'25/04/1989'",0.001611,0,0,NA,NA,NA,NA,NA
"6361","Nighttime","'NaT'",0,200,0,NA,NA,NA,NA,NA
"6362","Ivin A","'02/03/1990'",0,0,0,NA,NA,NA,NA,NA
"6363","Live Wires","'12/01/1946'",0.093635,0,0,NA,NA,NA,NA,NA
"6364","When the Old Phone Rings","'21/04/2017'",0.568377,0,0,NA,NA,NA,NA,NA
"6365","Blood Tea and Red String","'04/10/2006'",0.019493,0,0,NA,NA,NA,NA,NA
"6366","Girl Talk","'07/03/2013'",0.016875,0,0,NA,NA,NA,NA,NA
"6367","Paris-New York","'01/01/1940'",0.011645,0,0,NA,NA,NA,NA,NA
"6368","Riding the Bullet","'15/10/2004'",1.273071,5000000,0,NA,NA,NA,NA,NA
"6369","Watch the Birdie","'20/03/1975'",0.019437,0,0,NA,NA,NA,NA,NA
"6370","Trust Me","'10/11/1989'",3.6e-05,0,0,NA,NA,NA,NA,NA
"6371","Inran goke goroshi","'11/08/2006'",0.008438,0,0,NA,NA,NA,NA,NA
"6372","The Asphyx","'05/12/1972'",0.535748,0,0,NA,NA,NA,NA,NA
"6373","The Killer Is Loose","'02/03/1956'",0.656789,0,0,NA,NA,NA,NA,NA
"6374","Joe the Chainsmith","'01/01/1958'",0.018662,0,0,NA,NA,NA,NA,NA
"6375","Gregoire","'31/12/2017'",0.299683,0,0,NA,NA,NA,NA,NA
"6376","Murdercycle","'16/02/1999'",0.054473,0,0,NA,NA,NA,NA,NA
"6377","Fritz Lang","'14/04/2016'",0.464967,0,0,NA,NA,NA,NA,NA
"6378","444 Days to Freedom: What Really Happened in Iran","'20/01/1986'",0.002025,0,0,NA,NA,NA,NA,NA
"6379","Sex and Breakfast","'29/11/2007'",0.488844,0,0,NA,NA,NA,NA,NA
"6380","Peter Cincotti Live In New York","'06/06/2006'",0.005625,0,0,NA,NA,NA,NA,NA
"6381","Guest Wife","'27/07/1945'",0.223803,0,0,NA,NA,NA,NA,NA
"6382","Demon's Kiss","'19/11/2002'",0.071138,0,0,NA,NA,NA,NA,NA
"6383","Enfin veuve","'01/11/2007'",1.85864,0,0,NA,NA,NA,NA,NA
"6384","Lovely Molly","'18/05/2012'",0.934532,1000000,0,NA,NA,NA,NA,NA
"6385","ÎŸ Î—Î»Î¯Î±Ï‚ Ï„Î¿Ï… 16Î¿Ï…","'27/11/2008'",0.192173,0,0,NA,NA,NA,NA,NA
"6386","Turn Around","'28/08/2014'",0.026272,0,0,NA,NA,NA,NA,NA
"6387","Jane Eyre","'09/03/1997'",0.30488,0,0,NA,NA,NA,NA,NA
